ProbeName,GSM1149106_M_Ns3.txt:gProcessedSignal(normalized),GSM1149107_M_Ns4.txt:gProcessedSignal(normalized),GSM1149108_M_Ns5.txt:gProcessedSignal(normalized),GSM1149109_M_Ns6.txt:gProcessedSignal(normalized),GSM1149110_M_Ns7.txt:gProcessedSignal(normalized),GSM1149111_M_Ns8.txt:gProcessedSignal(normalized),GSM1149112_M_Ns9.txt:gProcessedSignal(normalized),GSM1149113_M_Ns10.txt:gProcessedSignal(normalized),GSM1149114_M_Ns11.txt:gProcessedSignal(normalized),GSM1149115_M_Ns12.txt:gProcessedSignal(normalized),GSM1149116_M_Ns13.txt:gProcessedSignal(normalized),GSM1149117_M_Ns14.txt:gProcessedSignal(normalized),GSM1149118_M_Sm1.txt:gProcessedSignal(normalized),GSM1149119_M_Sm2.txt:gProcessedSignal(normalized),GSM1149120_M_Sm3.txt:gProcessedSignal(normalized),GSM1149121_M_Sm4.txt:gProcessedSignal(normalized),GSM1149122_M_Sm5.txt:gProcessedSignal(normalized),GSM1149123_M_Sm6.txt:gProcessedSignal(normalized),GSM1149124_M_Sm8.txt:gProcessedSignal(normalized),GSM1149125_M_Sm9.txt:gProcessedSignal(normalized),GSM1149126_M_Sm10.txt:gProcessedSignal(normalized),GSM1149127_M_SM11.txt:gProcessedSignal(normalized),GSM1149128_M_Sm12.txt:gProcessedSignal(normalized),GSM1149129_M_Sm13.txt:gProcessedSignal(normalized),GSM1149130_F_Ns1.txt:gProcessedSignal(normalized),GSM1149131_F_Ns3.txt:gProcessedSignal(normalized),GSM1149132_F_Ns5.txt:gProcessedSignal(normalized),GSM1149133_F_Ns6.txt:gProcessedSignal(normalized),GSM1149134_F_Ns7.txt:gProcessedSignal(normalized),GSM1149135_F_Ns8.txt:gProcessedSignal(normalized),GSM1149136_F_Ns9.txt:gProcessedSignal(normalized),GSM1149137_F_Ns10.txt:gProcessedSignal(normalized),GSM1149138_F_Ns11.txt:gProcessedSignal(normalized),GSM1149139_F_Ns12.txt:gProcessedSignal(normalized),GSM1149140_F_Ns13.txt:gProcessedSignal(normalized),GSM1149141_F_Ns14.txt:gProcessedSignal(normalized),GSM1149142_F_Sm1.txt:gProcessedSignal(normalized),GSM1149143_F_Sm2.txt:gProcessedSignal(normalized),GSM1149144_F_Sm3.txt:gProcessedSignal(normalized),GSM1149145_F_Sm4.txt:gProcessedSignal(normalized),GSM1149146_F_Sm5.txt:gProcessedSignal(normalized),GSM1149147_F_Sm6.txt:gProcessedSignal(normalized),GSM1149148_F_Sm7.txt:gProcessedSignal(normalized),GSM1149149_F_Sm8.txt:gProcessedSignal(normalized),GSM1149150_F_Sm9.txt:gProcessedSignal(normalized),GSM1149151_F_Sm10.txt:gProcessedSignal(normalized),GSM1149152_F_Sm11.txt:gProcessedSignal(normalized),GSM1149153_F_Sm12.txt:gProcessedSignal(normalized),GeneSymbol,EntrezGeneID,Go
A_23_P87421,6.001374,5.329221,5.0621433,4.796894,3.9568207,5.3195863,6.9814568,5.562894,3.893434,6.114311,5.802265,5.970226,4.4788175,6.3148413,4.4994574,6.6485486,3.2900877,4.0911713,6.0124927,5.624173,6.6676083,6.6153455,9.268767,5.990814,4.6643195,5.067592,5.2571216,4.404346,3.7480974,5.58863,4.2877936,6.6813855,5.820834,4.374715,6.794102,5.61241,0.23805554,3.5393167,4.041647,3.680393,3.808079,4.192289,1.9925222,5.1124077,5.423087,4.6017013,4.6575565,1.3552638,PRSS23,11098.0,GO:0004252|GO:0006508|GO:0005634|GO:0070062
A_24_P923900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5101192,2.2247167,0.0,3.4857938,4.685347,4.836837,1.8029993,0.0,0.0,0.6512185,1.8276751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2408478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
A_32_P139163,11.863242,12.064315,12.357706,12.302552,11.991475,11.793837,12.791746,12.783358,12.406263,12.74738,12.806556,12.72331,11.836291,11.602049,12.694909,13.00621,11.521906,12.127785,12.58083,12.164436,11.940467,11.195536,11.625633,12.038377,11.907194,11.252745,11.462889,12.212965,11.403651,12.369948,12.605057,12.21497,12.022771,12.2307205,11.9536705,12.765976,12.739331,12.071045,12.536322,12.043101,11.831022,12.570732,12.307258,11.925257,12.560265,12.407457,11.065485,13.926103,lnc-HEPH-1,,
A_32_P70245,0.0,0.13124436,0.0,0.0,0.0,0.0,3.2428224,0.0,0.0,0.0,2.6781127,1.5772882,0.0,0.0,2.2918546,0.0,0.0,5.1767373,3.066869,3.4470952,3.273814,3.0163004,1.7651489,2.3017144,0.44906157,5.520726,1.6244599,1.6076006,0.0,2.0913677,1.2092973,1.3501124,1.7326499,2.609846,2.5366426,0.0,0.0,0.0,0.0,1.0562778,0.0,0.0,0.0,2.917329,2.9845986,2.5231884,2.260136,0.0,TMEM178B,100507421.0,GO:0016021
A_24_P186114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7411635,2.0929787,3.3707347,3.3685465,2.4334655,0.0,3.7198417,0.31408048,3.6805391,0.0,0.0,0.92683065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.982608,0.0,0.0,0.0,0.0,1.0944827,0.0,0.0,TTTY21,252953.0,
A_32_P82448,1.1455947,0.0,0.86082774,2.427454,1.6085869,0.0,4.1023893,1.937596,0.0,0.0,1.930203,3.2419236,0.0,0.0,1.8481789,1.5993544,1.2442007,1.8633918,6.3357005,2.5108376,4.710892,2.1897433,2.0408108,3.6448736,1.841472,3.6990507,2.18796,2.719357,3.017823,3.0636935,1.964769,2.584431,5.9531727,0.5268481,2.947491,6.6977797,0.0,0.0,0.0,0.0,3.25808,0.8362604,0.7050605,2.1135848,3.4889443,4.094889,3.258498,0.0,,,
A_24_P766716,10.77337,11.210967,10.527864,11.57636,10.786538,10.817572,11.642523,11.299319,11.865563,11.817036,10.592548,11.460155,10.124484,9.813662,11.878041,12.343528,10.402771,11.62439,12.109173,12.042188,11.861573,11.802594,13.432217,11.227152,10.169529,10.380537,11.115884,9.833453,9.590228,11.24252,10.68978,12.02868,12.058599,10.682064,11.5054035,12.246359,8.994692,9.962967,10.832324,10.730798,10.209077,10.86455,11.720952,10.820722,9.336876,10.709634,10.262005,10.337591,CMKLR1,1240.0,GO:0050848|GO:0005515|GO:0070098|GO:0005886|GO:0004930|GO:0032088|GO:0001501|GO:0006955|GO:0006935|GO:0007186|GO:0032695|GO:0005887|GO:0045600|GO:0004950|GO:0010759|GO:0004872|GO:0016021
A_32_P111923,0.0,0.0,0.0,0.7383502,1.3873603,0.0,1.8759671,4.520326,3.0600646,0.0,0.0,1.7660692,0.0,0.0,3.5156696,2.8033042,0.0,0.0,2.2975323,1.0632731,4.6725335,1.3245906,3.3998177,0.0,0.0,0.7337196,1.4993994,6.049902,0.0,5.586252,0.0,0.0,5.317997,2.5015466,0.0,7.4265766,0.2531228,0.35449395,0.0,1.633674,0.0,2.032377,0.0,4.5319676,0.0,0.0,0.0,0.0,,,
A_32_P151589,4.6930866,4.239656,0.0,4.3542137,5.1334453,4.776912,3.7920065,4.3179417,4.7450294,3.020482,3.812903,3.9945827,4.4315915,4.3511434,4.825931,4.93683,4.5817823,4.852691,7.001615,4.4473767,5.9611354,4.090775,4.339992,3.6698828,6.0531936,4.6810746,4.391669,3.9372766,6.013075,4.248778,3.6527536,4.14968,4.3287187,4.092676,4.096847,7.7929335,4.372601,4.280671,4.57233,4.757339,4.833895,3.9979112,4.0908813,4.150176,4.159279,4.449598,4.5142846,4.684579,,,
A_23_P170713,12.428948,11.412686,12.220579,11.716894,12.775926,12.566161,13.432524,13.957406,13.028275,13.673916,13.724437,13.4318,10.5324545,11.28553,13.162439,13.055823,12.597077,12.754188,11.971963,12.468789,12.699876,12.006195,13.041903,12.4280815,11.54491,10.710038,10.204465,11.086298,11.903892,13.146093,12.619002,13.137546,12.715764,12.87139,12.222418,13.391258,11.272674,12.154274,12.156443,13.2262945,12.582645,13.225771,12.381153,12.660545,12.223448,13.08843,12.572261,13.663453,,,
A_23_P345564,8.190957,7.9794474,8.377394,8.395686,8.024531,8.247362,8.382649,9.213076,8.701799,8.483311,8.71919,8.670788,7.90109,7.818075,8.975297,8.9888525,8.104325,8.329365,8.118357,8.066145,8.6632,8.077262,8.132206,8.261632,8.418684,6.4463067,7.350928,8.223181,6.8212028,8.13609,8.483905,8.154758,8.442065,8.208985,8.367821,8.65111,9.52152,8.970639,8.566572,9.450452,8.05079,8.508302,8.853656,8.087643,7.499535,8.620849,8.019542,9.72292,OPRL1,4987.0,GO:0005515|GO:0043005|GO:0005886|GO:0004930|GO:0007268|GO:0038003|GO:0007193|GO:0007204|GO:0019233|GO:0042923|GO:0005887|GO:0007218|GO:0007610|GO:0016023|GO:0001626|GO:0007600
A_24_P252996,8.86859,8.607166,10.647699,8.958114,9.943877,9.4257145,11.04416,10.8579235,10.065266,12.958554,11.920876,9.725017,8.627804,8.04711,9.575359,9.702667,12.453262,12.1275015,9.404056,9.689703,9.424691,8.829482,9.750236,10.213507,7.9840283,7.025608,6.1424503,8.8514185,8.052949,8.866631,10.34409,7.919795,8.764202,9.267639,9.073917,9.686505,9.164741,8.920144,8.999715,9.430182,11.960374,9.866132,8.508093,9.46275,12.70713,9.446903,8.78768,10.198765,FOLR3,2352.0,GO:0005542|GO:0016020|GO:0015884|GO:0005576|GO:0019898
A_23_P430792,6.455206,7.1203175,5.2738395,5.067145,5.7201414,6.0779686,6.750006,6.7868304,5.925306,6.5972013,5.9083366,7.0753145,5.527305,5.320582,6.9067473,6.962137,4.576272,5.998406,7.7259574,5.4911385,6.785866,8.124676,8.759682,7.4448676,6.4354877,5.1743617,6.6611,5.1146483,5.641953,6.5772653,7.283432,6.9726596,6.741096,6.8142266,7.952984,6.6638737,5.554487,5.2675524,5.6898,5.5745106,5.375613,7.071926,5.0778084,6.358593,6.28777,6.3377094,5.978061,6.558762,HEATR9,256957.0,GO:0002244
A_23_P43157,10.79164,11.228676,9.843396,9.5245285,10.363548,10.883791,11.172297,10.963219,10.170714,11.060617,9.774056,11.282626,9.963842,10.594916,11.523873,11.390236,10.267529,10.501235,11.808527,10.041654,12.036082,11.391813,12.529132,11.273687,10.441274,10.180668,10.445747,10.827639,10.699261,11.914087,11.223555,12.074158,11.333389,10.959669,11.95578,11.897584,9.387059,9.987042,11.070415,10.091782,10.096252,10.993599,9.2778845,10.459811,11.152477,9.773231,9.5053425,10.445778,MYBL1,4603.0,GO:0010467|GO:0001077|GO:0045944|GO:0003682|GO:0034587|GO:0005634|GO:0045893|GO:0000978|GO:0006351
A_32_P227615,6.80718,8.038416,8.058955,7.09858,8.292921,8.2339115,8.277084,8.076227,8.136147,8.589979,8.483287,8.904889,8.082974,8.078498,8.078966,8.839451,7.1173396,7.7914147,7.6865396,8.044849,7.8950515,8.8154125,9.707486,8.554404,6.89783,7.935372,8.41693,8.228837,7.8309603,7.7281566,8.066268,8.528557,8.529172,7.9494414,8.419531,8.441026,7.403725,6.5203705,7.0603523,7.830545,7.574112,7.5887723,7.3044024,7.6856833,7.7380586,7.735858,8.05685,7.1642914,LOC101927181,101927181.0,
A_23_P104741,4.6215973,4.2403274,4.706148,5.0374584,4.204746,3.9552784,6.76157,4.4595923,4.954461,6.3576794,5.398533,5.1255355,5.394562,4.6375694,5.1812706,5.173328,5.6598787,5.8546205,5.390298,6.506226,5.783359,5.7394958,5.0656967,5.766146,6.14859,4.759475,5.5375776,5.7258725,5.269606,7.0488334,5.4011264,6.6958904,5.348431,5.1801744,5.848778,7.9667325,2.9623094,4.495141,5.0246224,5.381571,5.308919,6.550015,5.671074,5.7678523,5.9685106,5.6963,6.36779,4.0114493,KIRREL3,84623.0,GO:0030097|GO:0005515|GO:0030424|GO:0072102|GO:0005886|GO:0043198|GO:0048812|GO:0021740|GO:0005576|GO:0016021|GO:0001764|GO:0002121
A_24_P912204,5.437333,5.7376623,5.5162373,6.1323957,5.9425373,6.4377723,6.0773406,6.3091264,5.975693,5.4300833,6.5345206,6.3749967,5.665967,5.683495,5.9143257,6.091206,5.315156,5.91316,5.590912,5.5182676,5.459049,5.257406,5.9039207,5.6713495,5.5569983,4.864037,5.0169473,5.603867,5.4310026,5.571341,5.688836,5.488801,6.1462016,5.940308,5.120065,5.4350395,6.3197536,6.161729,5.3573904,5.998302,5.888272,5.905379,5.5764623,5.1399384,5.632919,5.9006634,4.7970896,5.7605567,MIDN,90007.0,GO:0005730|GO:0033132|GO:0019900|GO:0046676|GO:0005829
A_24_P226108,5.909421,5.6442194,6.1242967,6.5979657,6.820783,5.7242527,7.0693755,7.0426655,7.074598,6.8942976,6.5987473,6.636328,5.785482,5.7097588,6.436084,6.606606,6.342006,6.021211,6.8632064,6.421964,6.047662,6.6272697,6.731954,6.8365917,5.8683887,5.42171,5.279599,5.3770313,4.8708444,6.670993,6.7602396,6.523902,6.5230675,6.457402,6.607496,6.635002,6.496298,6.3247685,6.241728,6.2994747,5.804395,6.3433228,6.6395154,6.5921254,7.066622,7.4520535,6.243156,7.3385663,RBM47,54502.0,GO:0000166|GO:0002244|GO:0005634
A_32_P126214,1.0216177,0.0,4.2932563,3.694604,6.444029,0.0,5.6719236,2.7089896,5.243236,2.7292228,5.4128,4.6521254,0.0,1.2994968,4.5630345,3.1213043,2.4332907,2.4024465,2.2088356,5.0006385,3.814941,4.860826,3.0251067,1.9467418,2.593897,0.0,0.0,0.0,0.0,3.5243635,0.14975627,1.5163289,1.6464732,3.369352,3.365267,0.0,3.4217846,3.6851869,0.0,3.965352,0.0,3.5923862,0.0,0.5367382,5.5727615,4.686671,4.155806,6.1617346,OVCH1-AS1,101055625.0,
A_24_P298587,5.238537,5.2905726,5.00164,4.1517267,4.162011,5.2639627,6.0073404,4.4341793,4.7298994,4.784601,5.1764836,5.990235,5.163811,4.5370274,5.684523,5.7640104,4.2623105,5.1691475,6.066026,6.953114,6.565873,5.6475873,7.3698726,5.0585413,4.858933,3.638974,5.028513,5.0418005,5.088571,5.219644,5.9152923,6.281049,5.369235,5.608245,6.049539,7.5347238,4.7368655,4.8288236,5.091276,5.6313357,6.05724,5.596261,4.550955,5.450381,4.9037347,4.9703336,4.7846003,5.433495,TMEM249,340393.0,GO:0016021
A_24_P62668,0.9260884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0633628,1.3115636,2.9111059,3.9760902,0.0,0.0,0.0,2.103968,0.0,0.41199127,1.3229417,4.713079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SERTAD4,56256.0,GO:0005634
A_32_P349145,1.590111,0.0,0.0,0.0,1.9246912,0.0,2.609906,0.0,0.0,0.0,0.0,1.9849269,1.5561395,0.0,0.0,0.0,2.054076,3.9995985,3.8944638,3.1144607,3.5278509,3.2515693,4.5551214,1.9619074,2.355262,0.0,1.9785771,0.972519,3.4313838,3.0323527,3.0592704,2.998745,1.3617986,0.0,1.8858383,0.0,0.0,0.0,0.0,0.0,1.6991366,0.95876914,0.0,2.3521333,2.8970807,1.9209682,0.0,0.0,SLC4A4,8671.0,GO:0005515|GO:0005886|GO:0055085|GO:0016323|GO:0005452|GO:0005887|GO:0006810|GO:0015701|GO:0051453|GO:0035725|GO:0008510|GO:0006811|GO:0070062
A_23_P65100,1.4443077,0.0,0.0,0.0,0.0,0.0,1.5988156,0.0,0.0,0.0,0.0,1.6109527,0.0,0.0,0.0,0.0,2.3980846,4.742347,1.62683,2.757932,3.7393868,0.35470268,0.0,0.0,3.466387,0.85935587,0.0,2.5594075,4.08039,1.5626063,2.2227244,2.2721295,0.0,1.672753,0.0,0.0,0.0,0.0,0.0,0.81241274,2.9484215,0.0,0.0,2.2698476,1.8940864,0.0,3.1633174,0.0,GALNT8,26290.0,GO:0004653|GO:0006493|GO:0000139|GO:0030246|GO:0016266|GO:0016021|GO:0044267|GO:0046872|GO:0043687
A_23_P86089,8.703901,8.435851,9.043871,9.171967,8.866936,8.877753,9.559103,9.505446,9.289603,9.070235,9.210943,9.309616,8.1659775,8.338111,8.793556,8.713558,8.559289,8.895094,9.307364,9.565457,9.28553,9.03051,8.805382,8.996997,8.642474,7.919766,7.8066216,8.511932,8.631087,9.250851,8.923332,9.3011465,9.350666,9.153579,9.105914,9.069269,9.084501,9.230069,9.043574,9.006353,8.989496,9.259153,9.141823,9.039579,8.923574,9.025472,9.390579,8.970854,VWA1,64856.0,GO:0030198|GO:0005614|GO:0048266|GO:0005615|GO:0070062|GO:0042802|GO:0005604
A_32_P189781,0.0,0.0,0.0,1.9061711,2.1487117,4.7319264,0.0,0.0,0.0,0.0,0.0,0.0,0.7645967,3.0794363,3.954667,0.0,4.674376,0.0,3.6252937,2.7271292,0.61672086,3.9550672,4.1892757,1.9004719,1.8617061,4.5221305,0.0,0.0,2.105111,4.4606485,4.5369797,0.0,0.0,2.4246533,3.3175128,3.7315764,0.0,0.0,0.0,1.8555337,2.6178455,0.0,0.0,1.3832132,2.9330492,3.1359422,4.1219153,0.0,LINC00520,645687.0,
A_23_P42811,0.0,0.0,0.0,0.0,1.8995066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4880536,5.276494,2.3890593,6.9185023,4.8012185,3.5911994,0.0,1.6499097,1.4598322,0.23186612,0.0,2.4424999,0.0,1.2508404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7898693,0.0,1.3143758,1.8851964,0.0,0.0,0.0,1.0431603,0.0,0.3768327,0.0,AGR3,155465.0,GO:0005515|GO:0008150|GO:0002162|GO:0005576
A_24_P808579,0.0,0.0,0.0,0.0,1.0194209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.173063,1.3078167,3.939694,1.3356181,2.3906798,4.7764425,0.52608085,1.2745469,2.0273383,2.4516134,2.2435746,0.0,0.0,2.1769648,1.6140233,0.0,0.0,1.2744966,0.0,0.58433145,0.0,0.0,0.8551493,0.0,0.0,2.6034205,0.0,0.0,0.0,2.144109,2.003988,1.5380837,0.0,,,
A_32_P32496,4.9792223,5.1921024,0.697474,4.7478447,5.3618007,4.1429405,4.564859,3.9490054,6.3184,7.2754307,0.3812003,7.3755965,4.5607686,6.658901,4.923121,5.259215,5.1480474,5.562371,6.3575177,6.750089,7.7380085,6.85603,6.652679,6.466146,5.645952,4.9487057,4.8699727,4.466496,4.459614,4.813361,5.490914,4.451956,6.322119,7.2979436,4.6858387,4.6059294,3.86297,3.8848214,3.7905803,6.235498,3.4809282,4.4238296,6.0098753,4.951771,4.883861,5.040758,4.32175,6.960997,LOC100233156,100233156.0,
A_24_P12059,2.1149633,0.0,2.324684,0.0,0.0,1.0444318,1.0314044,0.0,0.0,0.0,0.0,0.0,0.0,1.6431862,2.9065683,0.0,1.4228992,2.3195193,0.0,0.0,4.1974607,1.1479403,0.0,0.0,3.7720597,3.9866085,1.8431795,0.0,0.87257034,2.0381515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92046326,0.0,0.0,0.0,0.0,0.0,0.0,0.14945193,0.0,0.0,GYPA,2993.0,GO:0047484|GO:0016020|GO:0005886|GO:0005887|GO:0001618|GO:0016032|GO:0009615|GO:0007016|GO:0042803|GO:0009897|GO:0070062|GO:0042802
A_23_P414312,0.0,0.5766818,0.0,0.0,0.0,0.0,3.8007581,2.0845184,0.0,1.4744323,2.2089915,3.2990327,1.3410293,0.0,3.0901747,4.8114395,1.8056866,7.0846043,2.576997,3.4428968,3.051129,4.510799,2.8951604,3.0794337,0.0,3.2586234,0.0,0.0,4.866126,0.0,3.2631004,0.0,3.940097,3.1435294,3.5660944,4.7276025,0.0,0.0,0.0,3.7587562,2.5075,0.2331113,1.0716829,3.1322112,2.6984265,3.082474,1.5812384,0.0,KNDC1,85442.0,GO:0007264|GO:0005575|GO:0030425|GO:0048814|GO:0021707|GO:0003674|GO:0008150|GO:0032320|GO:0008152|GO:0043025|GO:0001934|GO:0005088|GO:0016772|GO:0032045|GO:0032318
A_23_P121459,1.3173255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29309383,2.903297,2.8802419,1.9646504,7.0548096,5.209459,3.644589,0.0,1.4892372,1.8838252,0.0,0.0,0.0,0.0,0.0,0.0,2.5918636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6975595,0.0,0.0,0.0,1.7125407,0.0,0.0,0.0,THPO,7066.0,GO:0038163|GO:0051897|GO:0008283|GO:0030168|GO:0007275|GO:0005125|GO:0005615|GO:0045654|GO:0005179|GO:0007596|GO:0001934|GO:0030099|GO:0070374|GO:0008083
A_23_P200524,3.5730944,4.4346633,3.272502,5.4405437,2.644975,3.3930495,5.965481,1.8057919,4.5494123,5.6849966,3.9237404,5.247476,3.3573508,4.649475,4.6019983,5.3467565,5.881638,3.8252053,5.222794,5.221888,4.2045345,4.7321877,3.1219547,3.7929657,5.567874,4.2547874,4.1326385,3.5141401,5.5631223,7.02705,6.219966,5.5203924,6.0319576,7.0726542,4.8499713,7.1858673,3.7690122,4.5655847,2.697028,3.3327782,4.5618577,3.4217052,4.3004527,3.6568613,6.174729,4.4351163,4.397278,5.765598,AK4,205.0,GO:0046033|GO:0046034|GO:0042493|GO:0004550|GO:0004017|GO:0009142|GO:0005525|GO:0046899|GO:0005524|GO:0001889|GO:0005739|GO:0006165|GO:0007420|GO:0005759|GO:0046039|GO:0006172|GO:0070062
A_23_P30240,0.0,0.0,0.0,0.0,0.0,0.0,0.71229464,0.0,0.0,0.0,0.0,0.0,0.0,0.8583503,3.3220854,3.5583825,0.0,0.0,1.9582777,3.1313834,4.330692,0.0,5.133344,2.2685914,0.9575402,0.0,0.0,0.0,0.0,2.1242368,0.104545966,2.4970033,0.0,0.0,1.6938941,6.726458,0.0,0.0,0.0,2.3767996,0.0,1.2173077,1.2884294,0.44429594,0.5788421,2.8103127,2.2812078,0.0,,,
A_23_P28295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1828067,0.0,3.206171,0.0,2.150368,5.13553,4.7484994,2.9928043,0.0,0.0,1.3884325,5.0006943,0.0,2.1816583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.522333,0.0,3.6364796,0.0,0.0,0.0,0.0,0.55561495,0.0,0.0,0.0,0.0,LRP2,4036.0,GO:0006629|GO:0005515|GO:0017124|GO:0005886|GO:0007603|GO:0005783|GO:0008283|GO:0030139|GO:0044281|GO:0031526|GO:0005765|GO:0005764|GO:0016324|GO:0008202|GO:0070062|GO:0005794|GO:0042359|GO:0005509|GO:0001523|GO:0006898|GO:0006897|GO:0043235|GO:0005905|GO:0006486|GO:0016021|GO:0030900|GO:0005768
A_24_P931744,2.5268342,4.7543945,0.0,2.8258843,3.9584465,4.310514,4.159434,3.5790305,0.0,3.7444184,0.21656546,5.825618,2.9051073,5.097145,4.9245834,3.7048929,5.2657065,4.328869,4.738019,5.1918287,4.8188896,2.738091,3.9134638,4.3188653,3.9440863,4.923724,3.6318564,0.0,5.9482284,4.0934563,3.405829,1.9355268,3.70812,3.5060728,3.0709174,0.0,3.0464098,2.1196835,3.6525943,2.0002222,3.761865,2.8927557,2.586631,3.8042653,3.698454,2.9287965,3.369257,4.044362,STBD1,8987.0,GO:0005515|GO:0006936|GO:0016020|GO:0005887|GO:2001070
A_32_P57292,3.961589,2.9207327,3.499198,3.8649676,3.017249,3.0757546,4.804224,3.239492,3.9658787,3.4364204,4.4979677,4.319472,2.880907,3.3049166,4.1360574,3.0271556,4.2574744,3.839112,4.5372763,4.1578827,5.344675,5.334923,5.922669,5.6643023,4.1997848,1.1216766,2.5899985,4.20088,2.6838384,5.7375064,5.0573316,5.029806,5.42613,4.136485,4.4541416,5.0079846,0.0,0.48620468,2.2367742,4.1082425,3.6444826,4.0386987,3.7327576,4.3493767,5.5178123,5.1470103,5.1704698,1.4447094,LANCL3,347404.0,GO:0008152|GO:0003824
A_24_P940952,0.0,1.7641084,0.0,0.0,3.3016267,0.0,0.0,0.0,0.0,3.4304326,0.0,0.0,0.0,0.0,3.8622165,1.1791059,2.0607889,2.1558516,2.0331135,3.0364528,5.000477,4.7782674,1.5254309,1.2359709,2.5271816,0.0,0.0,4.377606,2.2385967,7.080489,0.0,0.0,0.0,0.0,0.0,6.266944,0.0,0.0,0.0,2.4576974,2.600006,0.0,0.0,0.3698964,0.8809299,2.1024542,1.4724762,0.0,,,
A_23_P415827,4.225514,4.4732156,3.261036,2.6129851,2.89764,3.7039247,4.883436,3.8306763,3.8609848,4.770252,4.0656877,5.5047593,3.2402034,3.6382163,4.530729,4.436235,3.7509515,4.631072,5.5790253,4.6092763,5.1995816,5.458927,5.6296296,5.061384,4.371111,4.464896,3.766448,2.8321729,6.6870885,4.804122,5.1231384,5.509182,4.6456923,4.3167124,5.419524,6.8439484,3.76163,3.17915,4.650881,5.3574266,4.125201,4.885359,3.9286165,4.55095,4.741511,4.5219364,4.987442,5.084657,Sep-08,23176.0,GO:0005515|GO:0007049|GO:0005737|GO:0005856|GO:0005525
A_24_P33770,0.0,0.0,0.0,0.34009853,0.0,0.0,2.8789315,0.0,0.0,0.0,0.27205178,2.714969,0.23229972,0.0,0.0,0.0,1.1318529,0.0,3.8040287,3.0940804,4.308641,2.7230778,3.2622502,2.9177473,1.1368364,0.48107362,0.0,1.5539124,0.8326964,2.777881,1.3817369,1.8312919,0.0,0.0,5.449331,7.0327168,0.0,0.8268304,0.0,0.0,1.4817883,1.0547388,0.0,3.0023308,0.30492446,3.2110107,0.64271635,1.3985825,AFAP1L2,84632.0,GO:0035591|GO:0017124|GO:0005886|GO:0045742|GO:0061098|GO:0032757|GO:0007346|GO:0005737|GO:0006954|GO:0030296|GO:0032675|GO:0045893|GO:0042169
A_23_P168532,3.1090615,2.7901647,1.6988763,1.3945811,3.039678,3.6044533,3.9701855,3.2460582,2.6635718,3.4168897,1.4380367,3.3493044,1.6951164,3.1275558,4.7040806,5.7229004,3.6949267,3.7540011,4.488057,4.3150625,5.5495925,3.3120258,2.9159212,3.57156,4.0222116,3.030821,1.8356675,3.3784187,2.343462,4.5283513,4.290057,2.6946387,4.2097363,3.5110416,3.8500352,4.972901,0.0,3.2373645,1.5422887,4.8931613,3.7498014,3.1936157,3.7469952,3.2901437,3.9630015,3.0347753,3.6232173,2.3859138,FSCN1,6624.0,GO:0005515|GO:0001725|GO:0030036|GO:0030054|GO:0008283|GO:0003779|GO:0030175|GO:0015629|GO:0005829|GO:0005737|GO:0051015|GO:0016477|GO:0048870|GO:0008144|GO:0071437|GO:0030674|GO:0051017|GO:0070062
